Survey date,Confidence score,Respondent count,Postcode
01/05/2025,62,138,SW19 3SU
01/05/2025,72.78,164,CR0 2PU
01/05/2025,59.64,164,NW10 9RD
01/05/2025,56.36,172,TW2 5SZ
01/05/2025,48.54,145,E5 8QU
01/05/2025,89.95,136,EC1M 3LU
01/05/2025,100,157,N13 9AY
01/05/2025,46.24,152,SW3 1EL
01/05/2025,71.29,162,N3 9BF
01/05/2025,72.42,163,SW19 3ZE
01/05/2025,94.52,167,SW4 0WQ
01/05/2025,86.42,176,NW8 0NW
01/05/2025,35.56,153,DA15 8YP
01/05/2025,81.24,157,E1 8DU
01/05/2025,63.24,140,SW15 2WE
01/05/2025,88.91,160,NW3 5YX
01/05/2025,49.89,130,TW1 4DJ
01/05/2025,92.28,155,W12 8NE
01/05/2025,100,132,W1J 0LD
01/05/2025,77.02,146,SW18 1LF
01/05/2025,76.11,153,N22 5HH
01/05/2025,58.15,147,SW11 2XQ
01/05/2025,93.17,152,E5 0ZJ
01/05/2025,93.77,152,NW6 4AU
01/05/2025,93.08,141,E8 4FJ
01/05/2025,85.66,131,HA0 3NN
01/05/2025,85.46,153,CR8 5AZ
01/05/2025,85.45,125,SW6 4NQ
01/05/2025,72.52,179,SW17 9EJ
01/05/2025,69.37,167,TW14 9HR
01/05/2025,100,130,EC3A 3BP
01/05/2025,49.3,152,RM9 5PR
01/05/2025,40.85,182,N1 8XU
01/05/2025,100,150,KT1 1RW
01/05/2025,53.01,151,W5 5JU
01/05/2025,77.88,148,UB7 0AQ
01/05/2025,56.17,173,DA1 4HL
01/05/2025,64.16,142,SE27 0DQ
01/05/2025,63.11,152,N1 4JF
01/05/2025,48.37,172,WC1X 8SE
01/05/2025,79.14,161,RM12 4EL
01/05/2025,100,145,CR5 2US
01/05/2025,98.62,148,UB3 2YP
01/05/2025,42.29,161,SE12 0LH
01/05/2025,68.47,157,KT4 7RW
01/05/2025,41.29,150,RM14 2LL
01/05/2025,23.41,125,SW1P 9EW
01/05/2025,71.56,164,W1V 5DG
01/05/2025,45.38,137,N8 9AQ
01/05/2025,87.07,144,SM1 4PA
01/05/2025,41.29,161,UB9 6SX
01/05/2025,39.1,156,WC2H 8JL
01/05/2025,70.92,139,SE15 6XZ
01/05/2025,74.36,152,SW6 3SX
01/05/2025,56.78,147,W14 9WQ
01/05/2025,64.72,165,SE20 8UJ
01/05/2025,42.27,162,E12 5HU
01/05/2025,43.08,152,CR2 8JG
01/05/2025,38.81,162,SW3 1DB
01/05/2025,59.96,161,KT6 7EJ
01/05/2025,100,147,BR1 3SY
01/05/2025,74.67,129,SE1P 4XQ
01/05/2025,77.43,162,SW1P 1PS
01/05/2025,44.84,163,TW3 2EP
01/05/2025,46.04,150,IG11 7FJ
01/05/2025,100,159,W1M 4EB
01/05/2025,53.4,174,N22 6TU
01/05/2025,71.58,148,SW18 9RS
01/05/2025,56.76,157,N14 7DQ
01/05/2025,77.43,158,W3 8PJ
01/05/2025,90.1,160,TW5 0TB
01/05/2025,17.34,145,SW18 3XQ
01/05/2025,35.82,136,N16 0HS
01/05/2025,50.5,161,N2 0JZ
01/05/2025,56.47,169,HA7 1ED
01/05/2025,54.83,150,N12 8PE
01/05/2025,61.95,152,W1K 4DS
01/05/2025,40.65,147,SE13 5ZF
01/05/2025,52.66,142,SE24 0BA
01/05/2025,60.85,166,HA4 9RR
01/05/2025,65.47,144,WC1X 9AB
01/05/2025,42.83,140,NW1W 8UJ
01/05/2025,38.23,149,UB3 9SE
01/05/2025,37.41,165,SE11 4UG
01/05/2025,51.47,141,W1N 6NR
01/05/2025,60.47,142,WC1A 2NB
01/05/2025,30.36,129,NW7 3NA
01/05/2025,72.13,166,SW6 2DA
01/05/2025,90.32,155,SW13 0JU
01/05/2025,37.33,145,RM6 5ST
01/05/2025,55.5,138,E7 8XB
01/05/2025,20.7,133,KT1 4HP
01/05/2025,56.64,169,UB6 9JB
01/05/2025,57.05,142,RM9 6EA
01/05/2025,55.61,146,SW15 6AQ
01/05/2025,100,166,EC3N 1DE
01/05/2025,67.37,156,SW1X 9DA
01/05/2025,47.2,139,EC4A 2PL
01/05/2025,53.05,158,NW6 5HH
01/05/2025,59.72,167,RM3 7NA
01/05/2025,58.08,165,SE9 1ZF
01/05/2025,53.52,142,TW1 9PB
01/05/2025,57.71,150,SE11 4TW
01/05/2025,45.77,162,NW2 1WX
01/05/2025,40.84,152,W1K 1AR
01/05/2025,34.02,131,TW2 6BY
01/05/2025,46.07,122,N8 8YB
01/05/2025,62.04,147,TW1 4NQ
01/05/2025,44.44,152,SE11 4NF
01/05/2025,26.34,151,HA9 9HA
01/05/2025,79.08,156,SW17 1EA
01/05/2025,93.89,150,W1A 6ZA
01/05/2025,81.59,142,N8 9RP
01/05/2025,66.33,166,E17 3UD
01/05/2025,56.62,156,SW18 9FJ
01/05/2025,42.37,133,W3 7JL
01/05/2025,95.69,161,SE4 1GT
01/05/2025,60.87,139,N11 1EU
01/05/2025,53.32,168,W1J 0EA
01/05/2025,56.15,166,W5 1SJ
01/05/2025,86.98,155,EC2A 3QQ
01/05/2025,60.83,162,TW14 8FH
01/05/2025,82.27,165,TW13 6RT
01/05/2025,11.94,140,N3 3DG
01/05/2025,68.68,150,SW7 1NX
01/05/2025,100,145,W9 3LZ
01/05/2025,99.16,121,SW1W 9NR
01/05/2025,93.54,148,N16 5GY
01/05/2025,81.31,152,UB7 0RR
01/05/2025,79.79,157,EN5 5LE
01/05/2025,70.83,150,NW9 8LS
01/05/2025,59.2,144,E6 5PU
01/05/2025,82.96,141,UB4 8NS
01/05/2025,22.64,138,SE16 2XP
01/05/2025,66.98,154,RM7 8WA
01/05/2025,62.73,150,BR6 9RN
01/05/2025,38.3,165,TW7 5WQ
01/05/2025,17.96,140,CR9 1ZW
01/05/2025,59.58,152,W6 9GD
01/05/2025,78.5,144,BR7 5NZ
01/05/2025,70.25,117,N4 3RU
01/05/2025,49.21,158,CR0 1GT
01/05/2025,47.42,152,SW1P 9DL
01/05/2025,72.55,163,W1M 1AE
01/05/2025,86.12,172,CR4 1JT
01/05/2025,99.7,153,SE12 0NE
01/05/2025,46.26,154,SW9 6XB
01/05/2025,72.13,160,SW1P 2LD
01/05/2025,69.29,154,W1V 9RQ
01/05/2025,82.7,138,E15 4UJ
01/05/2025,32.72,151,SE15 5DQ
01/05/2025,83.26,137,W1T 1BY
01/05/2025,62.18,154,SW4 9FL
01/05/2025,60.23,149,NW2 6QU
01/05/2025,57.65,155,NW9 1WU
01/05/2025,75.42,129,NW26 9JN
01/05/2025,65.49,155,NW3 9FD
01/05/2025,91.94,166,HA3 7ER
01/05/2025,16.95,123,SE15 3QN
01/05/2025,48.44,141,IG2 7TL
01/05/2025,72.74,144,N15 3AS
01/05/2025,55.62,148,DA15 8BN
01/05/2025,57.53,151,BR2 9WP
01/05/2025,56.38,153,SW18 9GJ
01/05/2025,100,142,W1U 8EL
01/05/2025,51.1,147,EN1 1DW
01/05/2025,89.73,132,E20 1EP
01/05/2025,53.58,134,CR9 1DX
01/05/2025,66.99,155,TW9 3RJ
01/05/2025,96.8,135,WC1N 2LP
01/05/2025,48.12,160,SE27 9BF
01/05/2025,98.57,158,E3 5EN
01/05/2025,98.97,156,E14 6TJ
01/05/2025,65.43,149,W11 4JQ
01/05/2025,46.94,119,CR2 1BW
01/05/2025,56.34,146,SE26 6TA
01/05/2025,74.37,162,W9 1UY
01/05/2025,17.18,149,N7 9RH
01/05/2025,68.21,155,SW12 8XJ
01/05/2025,70.34,149,SW7 2TU
01/05/2025,94.68,145,E12 6YN
01/05/2025,60.25,149,NW8 8EX
01/05/2025,62.78,137,SW1H 0ZN
01/05/2025,84.55,134,W13 8PT
01/05/2025,56.87,167,E7 8BZ
01/05/2025,63.11,153,EC1Y 8QX
01/05/2025,52.21,141,NW6 2HE
01/05/2025,73.61,140,WC1N 2JH
01/05/2025,67.08,146,SW20 8SB
01/05/2025,36.07,172,SW1Y 4SP
01/05/2025,100,146,W1A 3NP
01/05/2025,74.07,127,SE5 8XP
01/05/2025,53.76,151,SW16 2NH
01/05/2025,23.57,169,RM8 1SW
01/05/2025,52.98,151,SE12 9RW
01/05/2025,39.47,139,SW12 2FE
01/05/2025,100,140,SE27 0JQ
01/05/2025,58.41,156,NW1 9RG
01/05/2025,58.64,145,E1 3AY
01/05/2025,92.11,153,BR2 7NA
01/05/2025,65.83,153,SW19 4AP
01/05/2025,66.5,144,CR8 5WX
01/05/2025,59.4,163,SE16 3YT
01/05/2025,55.47,135,EN5 5FX
01/05/2025,62.21,159,HA3 6ZN
01/05/2025,100,145,NW9 5NU
01/05/2025,38.03,142,TW11 8RF
02/05/2025,58.33,144,IG3 8LQ
02/05/2025,93.29,153,N1 8PT
02/05/2025,51.27,154,IG8 0EZ
02/05/2025,84.5,170,NW9 5XF
02/05/2025,86.39,156,SW1W 0WT
02/05/2025,36.41,140,UB8 1JZ
02/05/2025,100,153,CR0 2GZ
02/05/2025,69.71,143,NW7 0BQ
02/05/2025,39.28,145,SE17 2ZL
02/05/2025,89.98,146,W1S 2XQ
02/05/2025,74.57,161,HA2 6LA
02/05/2025,55.83,144,CR9 4XP
02/05/2025,50.2,139,WC1B 3WT
02/05/2025,48.95,126,SW11 7DB
02/05/2025,60.38,137,RM14 9EL
02/05/2025,49.51,158,EC4A 1BL
02/05/2025,64.79,158,SM6 9JD
02/05/2025,72.52,160,W8 9FZ
02/05/2025,30.04,172,EC2P 2JT
02/05/2025,72.62,138,SE5 8NN
02/05/2025,72.13,146,E1W 2NU
02/05/2025,70.96,146,N3 9EG
02/05/2025,60.96,156,SW1A 1DJ
02/05/2025,66.51,152,SE10 0HX
02/05/2025,81.58,149,N21 2SN
02/05/2025,59.13,163,SE13 6DJ
02/05/2025,47.56,155,BR5 2NP
02/05/2025,97.13,162,HA8 9HZ
02/05/2025,47.98,135,IG1 9XU
02/05/2025,48.77,161,EC3R 8HJ
02/05/2025,92.92,167,W1K 7DP
02/05/2025,42.31,134,SW2 3ZH
02/05/2025,30.5,158,E3 4TN
02/05/2025,96.26,164,TW3 2RF
02/05/2025,62.81,154,SE3 7LW
02/05/2025,55.78,157,N18 1LS
02/05/2025,34.24,141,EC50 3EU
02/05/2025,52.92,158,N1 5NU
02/05/2025,73.29,159,BR3 3ZE
02/05/2025,66.15,137,SW2 1BG
02/05/2025,57.1,140,N4 2QQ
02/05/2025,100,165,SE10 9AA
02/05/2025,61.96,152,RM9 9ND
02/05/2025,73.18,148,BR7 5JW
02/05/2025,92.66,150,SW1A 2AT
02/05/2025,92.03,150,IG11 0UP
02/05/2025,19.97,164,SE11 4BQ
02/05/2025,68.88,154,UB10 8QQ
02/05/2025,60.49,153,SE1P 5AQ
02/05/2025,32.99,134,KT3 5LQ
02/05/2025,72.81,153,RM12 5LJ
02/05/2025,60.01,145,TW1 3HQ
02/05/2025,70.77,150,E11 4WN
02/05/2025,77.39,185,E13 0RE
02/05/2025,78.03,154,SM2 5FR
02/05/2025,61.22,153,CR8 4BF
02/05/2025,61.79,152,N5 1TA
02/05/2025,47.13,160,SE5 5PT
02/05/2025,70.92,139,SM5 9BP
02/05/2025,59.95,147,SW19 8SR
02/05/2025,43.03,156,SM2 7RG
02/05/2025,82.32,127,W4 2AA
02/05/2025,77.98,153,SE2 0AE
02/05/2025,78.6,157,SW18 4DH
02/05/2025,49.76,136,SW9 6SX
02/05/2025,78.16,172,DA1 4LS
02/05/2025,72.46,179,TW10 7YQ
02/05/2025,65.39,173,E1 2PR
02/05/2025,81.68,161,W3 0GT
02/05/2025,53.93,145,W2 7UA
02/05/2025,31.55,138,CR9 1UR
02/05/2025,68.29,127,IG11 8QU
02/05/2025,21.53,151,E16 3TP
02/05/2025,75.35,119,UB3 2FN
02/05/2025,47.88,152,SE28 8YT
02/05/2025,75.08,155,CR0 3DQ
02/05/2025,44.42,144,SW9 8QF
02/05/2025,57.06,158,SW17 8LH
02/05/2025,67.53,164,N15 6AU
02/05/2025,71.19,160,HA0 1NA
02/05/2025,65.01,156,BR3 9BN
02/05/2025,93.44,146,HA0 4DP
02/05/2025,63.78,158,W1K 1AN
02/05/2025,52.35,147,SM2 6PD
02/05/2025,29.99,138,HA2 9XE
02/05/2025,87.12,157,E20 1AP
02/05/2025,72.45,166,RM13 8WG
02/05/2025,70.92,158,SE17 1YE
02/05/2025,90.77,146,E16 4NU
02/05/2025,83.55,139,N21 2DJ
02/05/2025,99.8,150,N8 8JA
02/05/2025,92.91,159,SE6 1HJ
02/05/2025,45.77,143,SE15 6HX
02/05/2025,40.46,142,NW11 9XU
02/05/2025,73.16,146,SW15 6PS
02/05/2025,53.32,132,CR4 7LU
02/05/2025,85.65,149,SW19 3RD
02/05/2025,55.28,147,W1U 7DA
02/05/2025,36.45,130,SE18 6DH
02/05/2025,74.36,158,CR0 3NT
02/05/2025,52.36,145,KT6 7NN
02/05/2025,25.76,155,EC4V 5EA
02/05/2025,79.58,134,IG3 9DH
02/05/2025,64.12,153,N19 3GR
02/05/2025,92.92,165,W3 6AD
02/05/2025,83.72,180,N10 1NX
02/05/2025,55.54,152,TW12 1RU
02/05/2025,63.69,165,EC2M 1PE
02/05/2025,100,137,SE9 1AQ
02/05/2025,72.8,140,NW3 5PJ
02/05/2025,100,149,SW1Y 4JH
02/05/2025,68.21,149,W1D 6LD
02/05/2025,64.86,138,CR0 4RE
02/05/2025,100,156,WC1A 9DH
02/05/2025,32.27,166,SE19 2BE
02/05/2025,42.77,152,UB8 9RJ
02/05/2025,41.1,153,NW7 1DF
02/05/2025,64.35,153,EN3 6AW
02/05/2025,30.26,170,W1S 1EZ
02/05/2025,66.05,152,WC1H 9WB
02/05/2025,78.52,151,W1X 5HE
02/05/2025,85.34,131,W1P 8JD
02/05/2025,59.54,153,SE15 5ER
02/05/2025,82.47,145,SW16 1ZT
02/05/2025,67.97,161,RM8 3RH
02/05/2025,75.74,125,NW9 7RL
02/05/2025,74.34,161,E6 4UR
02/05/2025,67.48,135,NW10 7NX
02/05/2025,78.69,143,SE3 0ZD
02/05/2025,69.32,157,E15 4TB
02/05/2025,65.69,125,N1 8QU
02/05/2025,40.01,152,SW3 3UH
02/05/2025,40.52,160,W1H 3HE
02/05/2025,31.11,130,SW9 8WD
02/05/2025,72.46,133,N21 2TL
02/05/2025,77.1,140,SW2 1GE
02/05/2025,68.92,157,NW26 9AN
02/05/2025,48.94,155,SM1 3BU
02/05/2025,52.86,149,CR2 0PA
02/05/2025,72.95,160,TW11 0QA
02/05/2025,38.74,136,W3 7HH
02/05/2025,82.86,143,W1S 4NF
02/05/2025,74.23,151,SM5 1NL
02/05/2025,65.97,159,KT3 6LX
02/05/2025,6.36,139,TW9 1TY
02/05/2025,88.02,157,E1 5PP
02/05/2025,79.9,115,EN1 9GR
02/05/2025,46.75,152,TN16 1WT
02/05/2025,67.26,173,E2 9BJ
02/05/2025,63.71,153,NW1W 9QN
02/05/2025,71.46,125,W2 4UB
02/05/2025,73.03,142,CR5 3JG
02/05/2025,60.52,164,NW9 5UZ
02/05/2025,43.65,144,SM4 4PF
02/05/2025,79.7,141,SE1 8UG
02/05/2025,69.13,145,CR0 2RR
02/05/2025,77.42,137,NW2 9RJ
02/05/2025,34.77,163,SW1P 2PG
02/05/2025,53.37,169,TW13 4JF
02/05/2025,44.99,149,KT6 4HQ
02/05/2025,60.85,163,CR4 1ZA
02/05/2025,63.08,144,E16 1LP
02/05/2025,86.43,154,NW9 9HB
02/05/2025,80.97,182,E8 9FJ
02/05/2025,58.16,165,TN16 3XG
02/05/2025,81.85,134,EN5 1JJ
02/05/2025,84.15,162,W5 2JD
02/05/2025,47.3,159,W1V 0LB
02/05/2025,87.42,173,SM6 8BF
02/05/2025,92.59,156,IG11 7ST
02/05/2025,85.45,164,IG9 5JZ
02/05/2025,61.4,140,SW19 9BQ
02/05/2025,73.15,145,SW7 1ZT
02/05/2025,53.63,128,W1T 4TH
02/05/2025,27.95,127,SW9 8JS
02/05/2025,100,142,TW9 2SB
02/05/2025,57.33,153,HA9 9TW
02/05/2025,4.9,140,SM5 1AJ
02/05/2025,73.01,151,EC4P 4LZ
02/05/2025,74.88,152,TW5 9PA
02/05/2025,40.8,147,SW1P 1XE
02/05/2025,77.07,155,SW18 5AN
02/05/2025,86.08,142,WC1R 4PP
02/05/2025,61.55,149,EN2 6DW
02/05/2025,61.09,155,SE1 5HU
02/05/2025,75.64,142,SW17 7XQ
02/05/2025,60.63,152,RM12 9JU
02/05/2025,64.25,132,BR5 3RH
02/05/2025,73.41,135,HA4 4JJ
02/05/2025,70.23,149,IG6 1HY
02/05/2025,59.02,132,NW9 0PD
02/05/2025,53.76,159,W2 3GU
02/05/2025,57.63,171,W1X 4HN
02/05/2025,89.86,139,SW12 8NW
02/05/2025,81.98,143,NW2 3NQ
02/05/2025,64.19,150,N8 7GF
02/05/2025,79.76,136,SM4 5LG
02/05/2025,44.05,149,N6 5TS
02/05/2025,51.07,150,BR2 9PP
02/05/2025,62.1,137,WC1H 8JR
02/05/2025,59.8,161,SW1X 7JX
02/05/2025,11.13,146,N3 3ZT
02/05/2025,79.13,151,E9 9BP
02/05/2025,55.26,147,N18 1WE
02/05/2025,81.57,160,IG1 3BS
02/05/2025,57.3,160,UB4 9HN
02/05/2025,35.45,153,SE6 9NN
02/05/2025,69.48,160,CR9 2LU
02/05/2025,66.02,168,KT3 6AF
02/05/2025,87.4,154,E1 9NE
02/05/2025,64.78,160,SE25 6GY
02/05/2025,59.19,141,UB5 9LU
02/05/2025,73.52,137,WC2H 7JA
02/05/2025,57.29,135,E14 5GS
02/05/2025,100,154,SE1P 4EJ
02/05/2025,51.59,133,N14 4JY
02/05/2025,66.91,133,CR5 2HN
02/05/2025,81.08,162,SE25 5ZH
02/05/2025,59.97,141,SW1P 1HN
02/05/2025,37.8,160,E17 6GS
02/05/2025,70.75,174,NW1 2ED
02/05/2025,82.32,146,SW1P 3QN
02/05/2025,46.86,138,SW18 2ZT
02/05/2025,75.39,136,NW2 5EJ
02/05/2025,48.71,136,IG2 7SY
02/05/2025,82.72,135,E9 7RF
02/05/2025,53.75,148,DA1 4RD
02/05/2025,90.62,141,NW6 3JT
02/05/2025,66.85,154,N5 2QU
02/05/2025,69.07,139,SE10 8YF
02/05/2025,100,148,HA8 0RL
02/05/2025,69.28,146,E2 7JD
02/05/2025,96.27,148,HA4 6RH
02/05/2025,36.81,126,SW4 0NP
02/05/2025,47.86,156,N9 0GW
02/05/2025,54.06,166,IG11 7DD
02/05/2025,79.03,156,CR0 7TZ
02/05/2025,58.74,174,NW1 9UF
02/05/2025,76.79,139,TW4 6JH
02/05/2025,66.48,158,BR6 9LZ
02/05/2025,50.4,154,SE19 3JF
02/05/2025,35.74,149,IG8 0FA
02/05/2025,63.76,141,TW12 1NU
02/05/2025,83.19,145,NW5 9WA
02/05/2025,40.87,153,N6 5JB
02/05/2025,84.26,168,RM11 2HA
02/05/2025,59.05,161,UB6 7BN
02/05/2025,65.66,154,E10 6LH
02/05/2025,67.52,137,TW12 3AJ
02/05/2025,61.68,154,CR0 1TY
02/05/2025,70.32,153,N18 1TS
02/05/2025,71.23,166,SE16 2AY
02/05/2025,64.18,167,EN1 9TU
02/05/2025,82.49,136,W4 9JH
02/05/2025,24.54,152,TW13 6DZ
02/05/2025,86.15,146,TW12 1HH
02/05/2025,25.74,136,KT9 1HS
02/05/2025,88.53,158,N8 7XW
02/05/2025,52.65,148,SW17 7AA
02/05/2025,48.77,151,E6 6XH
02/05/2025,66.08,167,RM6 4FR
02/05/2025,65.83,151,NW11 9EG
02/05/2025,72.58,147,NW3 1QD
02/05/2025,66.73,148,NW9 5HG
02/05/2025,29.69,163,WC2H 8EU
02/05/2025,71.76,126,SE8 4DR
02/05/2025,35.86,168,W10 6PB
03/05/2025,38.84,137,DA8 9EU
03/05/2025,56.83,142,HA8 9AH
03/05/2025,66.83,144,UB3 4PQ
03/05/2025,62.89,162,KT1 3DL
03/05/2025,62.35,170,SW1P 4TG
03/05/2025,51.31,146,N4 2ZH
03/05/2025,65.13,144,NW4 2NE
03/05/2025,67.79,133,EC1R 5LJ
03/05/2025,49.29,150,CR2 7LP
03/05/2025,62.76,155,E17 0QU
03/05/2025,59.38,149,SW13 0ZH
03/05/2025,39.45,144,RM3 3AF
03/05/2025,68.08,156,NW7 4HW
03/05/2025,60.1,143,SE3 8LL
03/05/2025,92.58,148,SE4 2NE
03/05/2025,64.74,147,SE27 9EA
03/05/2025,45.43,160,TW4 7WP
03/05/2025,79.48,143,E15 2AL
03/05/2025,42.7,142,W1H 7HZ
03/05/2025,57.3,154,EC4A 4LP
03/05/2025,63.44,158,RM8 3JP
03/05/2025,78.75,151,BR1 9PA
03/05/2025,76.91,157,W11 3JQ
03/05/2025,75.73,129,SE23 1RN
03/05/2025,62.79,147,N1 1QX
03/05/2025,89.32,166,W1V 1AD
03/05/2025,100,151,EC2M 3TQ
03/05/2025,66.44,170,HA6 1AT
03/05/2025,56.92,158,SW17 7BA
03/05/2025,66.49,168,N5 1RW
03/05/2025,48.19,184,NW10 7ET
03/05/2025,54.07,143,HA5 4QS
03/05/2025,60.99,167,SE8 4QG
03/05/2025,64.32,163,BR3 4LJ
03/05/2025,75.3,192,DA6 8ZW
03/05/2025,62.95,161,E6 5YP
03/05/2025,64.6,135,SE15 3XZ
03/05/2025,33.67,163,UB1 1RB
03/05/2025,82.86,150,EC2M 4JY
03/05/2025,58.95,146,W1M 7PE
03/05/2025,100,146,N9 0LL
03/05/2025,53.8,141,SW6 9BQ
03/05/2025,100,145,SW1Y 6HT
03/05/2025,68.4,153,CR8 3WU
03/05/2025,78.72,146,N9 8JT
03/05/2025,76.45,188,E2 8ES
03/05/2025,40.31,153,SE15 9NB
03/05/2025,73.67,173,HA4 9NH
03/05/2025,51.31,157,RM7 1FE
03/05/2025,78.5,133,KT2 7DR
03/05/2025,80.26,171,NW6 6XD
03/05/2025,55.32,145,N4 1XR
03/05/2025,45.77,155,UB3 9PP
03/05/2025,87.43,148,SW2 2NA
03/05/2025,55.46,173,SE15 2LJ
03/05/2025,40.57,142,TW4 7WY
03/05/2025,77.18,161,TW7 5BF
03/05/2025,67.94,137,SW1X 7HY
03/05/2025,90.84,154,SE19 3AG
03/05/2025,64.53,131,HA8 6LS
03/05/2025,39.08,155,TW10 7XP
03/05/2025,75.53,143,EN1 4PS
03/05/2025,83.94,149,SW7 4QP
03/05/2025,60.9,159,W1R 0LT
03/05/2025,100,161,E10 6XW
03/05/2025,76.69,142,W6 9RS
03/05/2025,38.19,151,SE25 6BW
03/05/2025,76.14,147,SE18 7DP
03/05/2025,55.97,151,W1G 7DZ
03/05/2025,82.38,146,N10 1JA
03/05/2025,52.43,149,W1B 3AF
03/05/2025,95.94,156,SM3 8BU
03/05/2025,67.33,145,W6 9XA
03/05/2025,51.06,155,N19 3PY
03/05/2025,46.76,153,E1 3JL
03/05/2025,68.93,147,BR5 3DG
03/05/2025,65.24,150,IG8 8DZ
03/05/2025,100,140,NW4 9JP
03/05/2025,47.48,170,NW11 8RD
03/05/2025,63.08,147,N8 8XP
03/05/2025,53.5,155,N22 5BW
03/05/2025,100,162,HA6 1BD
03/05/2025,48.14,153,HA0 2PP
03/05/2025,21.87,138,SW8 4SS
03/05/2025,52.71,139,W1W 7JH
03/05/2025,41.44,158,KT9 9BF
03/05/2025,68.71,155,SW4 7JS
03/05/2025,61.23,137,E2 0WY
03/05/2025,78.37,127,WC1N 3HF
03/05/2025,88.73,152,RM3 0YG
03/05/2025,66.03,146,N4 9FN
03/05/2025,66.55,142,SW17 9JB
03/05/2025,55.97,141,RM14 1DR
03/05/2025,45.57,147,W14 9DE
03/05/2025,49.95,174,SW4 6QY
03/05/2025,78.99,161,N12 9HQ
03/05/2025,94.41,155,NW9 8SP
03/05/2025,67.91,136,EC2A 1XN
03/05/2025,30.71,165,KT1 4EZ
03/05/2025,68.18,146,TW2 6LR
03/05/2025,35.85,150,SW1X 7QH
03/05/2025,72.6,157,EN4 8XB
03/05/2025,61.35,137,SW1X 7NH
03/05/2025,48.48,136,N10 3BG
03/05/2025,79.06,146,NW6 6QL
03/05/2025,69.25,132,NW7 3ZQ
03/05/2025,54.33,156,W3 6UW
03/05/2025,72.34,165,E13 8EJ
03/05/2025,66.66,132,TW14 0XE
03/05/2025,61.36,190,NW11 8ZS
03/05/2025,56.23,134,N1 4NE
03/05/2025,35.47,149,EC4P 4HJ
03/05/2025,75.6,150,SW10 0QX
03/05/2025,4.33,127,RM13 9YP
03/05/2025,87.93,146,W2 5AG
03/05/2025,70.92,174,N22 8ND
03/05/2025,64.63,174,HA3 9BS
03/05/2025,71.58,138,SE9 9BG
03/05/2025,48.09,146,TW5 9BS
03/05/2025,49.97,165,HA3 6EE
03/05/2025,58.55,155,NW11 6AG
03/05/2025,63.71,147,TW8 8DJ
03/05/2025,71.34,152,SE1P 5HN
03/05/2025,69.27,157,TW8 8GL
03/05/2025,60.6,151,SW1W 8BX
03/05/2025,56.45,150,NW8 9SS
03/05/2025,55.91,169,N22 5BP
03/05/2025,49.12,156,DA15 7JX
03/05/2025,46.78,150,KT1 3HZ
03/05/2025,75.35,144,KT1 9UY
03/05/2025,100,148,UB9 6ZR
03/05/2025,82.31,149,SE3 9UT
03/05/2025,48.05,133,IG1 4JU
03/05/2025,58.15,146,HA3 6JR
03/05/2025,64.23,154,TW3 1SQ
03/05/2025,95.97,140,HA8 0UF
03/05/2025,55.55,149,BR6 0FH
03/05/2025,47.11,144,TW9 2YD
